Plot Identifier,Plant Common Name,Plant Order,Plant Family,Plant Genus,Plant Species,Insect Common Name,Insect Order,Insect Family,Insect Genus,Insect Species,Notes,iNat Link,Second iNat link
QW-39,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Double-banded Plushback,Diptera,Syrphidae,Palpada,agrorum,,,
QW-39,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Mexican Paper Wasp,Hymenoptera,Vespidae,Mischocyttarus,mexicanus,,https://www.inaturalist.org/observations/329625348,
QW-39,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-39,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
QW-39,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,New World Banded Thynnid Wasps,Hymenoptera,Thynnidae,Myzinum,,,https://www.inaturalist.org/observations/329625350,
QW-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,,,
QW-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,New World Banded Thynnid Wasps,Hymenoptera,Thynnidae,Myzinum,,,https://www.inaturalist.org/observations/329625350,
QW-39,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,,
QW-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,,
QW-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Umbrella Paper Wasps,Hymenoptera,Vespidae,Polistes,,,https://www.inaturalist.org/observations/329625355,
QW-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
QW-39,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,,
QW-39,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Pimpla marginella,Hymenoptera,Ichneumonidae,Pimpla,marginella,,https://www.inaturalist.org/observations/329625353,
QW-39,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,,,
QW-40,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-40,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-40,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/329625372,
QW-40,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-40,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,New World Banded Thynnid Wasps,Hymenoptera,Thynnidae,Myzinum,,,https://www.inaturalist.org/observations/329625383,
QW-40,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/329625380,
QW-40,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/329625382,
LK-26,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-26,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-26,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
LK-26,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Umbrella Paper Wasps,Hymenoptera,Vespidae,Polistes,,,https://www.inaturalist.org/observations/333985177,
LK-26,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
HS-26,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-26,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-26,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,check id on iNat,https://www.inaturalist.org/observations/333985183,
HS-26,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Keyhole Wasp,Hymenoptera,Vespidae,Pachodynerus,nasidens,check id on iNat,https://www.inaturalist.org/observations/333985181,
MK-51,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-51,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
MK-51,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Double-banded Plushback,Diptera,Syrphidae,Palpada,agrorum,,,
MK-51,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-51,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/335554310,
CB-37,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-37,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-37,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Myzinum carolinianum,Hymenoptera,Thynnidae,Myzinum,carolinianum,,https://www.inaturalist.org/observations/335554306,
CB-37,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-37,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-39,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-39,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-39,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-43,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-43,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-43,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-43,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/335657173,
QW-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/335657173,
QW-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-28,Red Tasselflower,Asterales,Asteraceae,Emilia,fosbergii,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-28,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/335657170,
MT-28,Painted Leaf ,Malpighiales,Euphorbiaceae,Euphorbia,cyathophora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/335657169,
MT-28,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Flesh Flies and Satellite Flies,Diptera,Sarcophagidae,,,check id on iNat,https://www.inaturalist.org/taxa/356157-Oestroidea,
HS-30,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-30,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Mallow Scrub-Hairstreak,Lepidoptera,Lycaenidae,Strymon,istapa,,,
CB-42,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,,
MK-58,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/338905683,
VV-43,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/338905673,
VV-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Flesh Flies and Satellite Flies,Diptera,Sarcophagidae,,,check id on iNat,https://www.inaturalist.org/observations/338905677,
VV-43,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/338905676,
VV-44,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-44,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-46,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-46,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-46,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-46,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-46,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Mallow Scrub-Hairstreak,Lepidoptera,Lycaenidae,Strymon,istapa,,,
QW-46,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,,
QW-46,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-46,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-46,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
QW-46,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,check id on iNat,https://www.inaturalist.org/observations/340173742,
QW-47,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,,
QW-47,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
QW-48,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,New World Banded Thynnid Wasps,Hymenoptera,Thynnidae,Myzinum,,,,
QW-48,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-49,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Villa lateralis,Diptera,Bombyliidae,Villa,lateralis,,https://www.inaturalist.org/observations/345033621,
QW-49,Creeping Beggarweed,Fabales,Fabaceae,Desmodium,incanum,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-49,Creeping Indigo,Fabales,Fabaceae,Indigofera,spicata,"Leafcutter, Mortar, and Resin Bees",Hymenoptera,Megachilidae,Megachile,,,https://www.inaturalist.org/observations/345033614,
QW-50,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-50,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
MT-34,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-34,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Dark Flower Scarab,Coleoptera,Scarabaeidae,Euphoria,sepulcralis,,https://www.inaturalist.org/observations/345140480,
MT-34,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Myzinum dubiosum,Hymenoptera,Thynnidae,Myzinum,dubiosum,check id on iNat,https://www.inaturalist.org/observations/345142032,
MT-35,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-35,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Dark Flower Scarab,Coleoptera,Scarabaeidae,Euphoria,sepulcralis,,https://www.inaturalist.org/observations/345033607,
MT-35,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Myzinum dubiosum,Hymenoptera,Thynnidae,Myzinum,dubiosum,check id on iNat,https://www.inaturalist.org/observations/345033605,
MT-35,Lilac Tasselflower,Asterales,Asteraceae,Emilia,sonchifolia,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/345033604,
MT-35,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/345033604,
MT-36,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/345033598,
MT-36,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-45,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-63,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-63,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-63,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Bicolored Plushback,Diptera,Syrphidae,Palpada,pusilla,,https://www.inaturalist.org/observations/345033594,
MK-63,Virginia Pepperweed,Brassicales,Brassicaceae,Lepidium,virginicum,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-63,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
MK-64,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-64,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Margined Calligrapher,Diptera,Syrphidae,Toxomerus,marginatus,,https://www.inaturalist.org/observations/345033584,
MK-69,Rattail,Lamiales,Verbenaceae,Stachytarpheta,cayennensis,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
MK-69,Rattail,Lamiales,Verbenaceae,Stachytarpheta,cayennensis,Three-spotted Skipper,Lepidoptera,Hesperiidae,Cymaenes,tripunctus,,,
MK-69,Shiny-leaved Wild Coffee,Gentianales,Rubiaceae,Psychotria,nervosa,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
MK-69,Shiny-leaved Wild Coffee,Gentianales,Rubiaceae,Psychotria,nervosa,Julia Heliconian,Lepidoptera,Nymphalidae,Dryas,iulia,,,
MK-69,Rattail,Lamiales,Verbenaceae,Stachytarpheta,cayennensis,Julia Heliconian,Lepidoptera,Nymphalidae,Dryas,iulia,,,
MK-69,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
MK-70,Inchplant,Commelinales,Commelinaceae,Tradescantia,zebrina,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-50,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
CB-50,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-50,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,,
CB-50,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Mallow Scrub-Hairstreak,Lepidoptera,Lycaenidae,Strymon,istapa,,,
CB-52,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-49,Oakleaf Fleabane,Asterales,Asteraceae,Erigeron,quercifolius,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
VV-49,Oakleaf Fleabane,Asterales,Asteraceae,Erigeron,quercifolius,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
VV-49,Oakleaf Fleabane,Asterales,Asteraceae,Erigeron,quercifolius,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
VV-49,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
VV-49,Oakleaf Fleabane,Asterales,Asteraceae,Erigeron,quercifolius,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/358461769,
VV-49,Oakleaf Fleabane,Asterales,Asteraceae,Erigeron,quercifolius,Four-speckled Hover Fly,Diptera,Syrphidae,Dioprosopa,clavata,,,
VV-50,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-50,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-52,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-52,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-52,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
VV-52,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Mallow Scrub-Hairstreak,Lepidoptera,Lycaenidae,Strymon,istapa,,,
MT-38,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-38,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/358461734,
MT-38,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Eastern Giant Swallowtail,Lepidoptera,Papilionidae,Heraclides,cresphontes,,,
MT-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,,
MT-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Coelioxys slossoni,Hymenoptera,Megachilidae,Coelioxys,slossoni,,https://www.inaturalist.org/observations/358461719,
MT-39,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,New World Banded Thynnid Wasps,Hymenoptera,Thynnidae,Myzinum,,,,
MT-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Umbrella Paper Wasps,Hymenoptera,Vespidae,Polistes,,,https://www.inaturalist.org/observations/358461701,
MT-39,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Green Jewel Fly,Diptera,Syrphidae,Ornidia,obesa,,https://www.inaturalist.org/observations/358461702,
MT-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/358461694,
MT-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,"Leafcutter, Mortar, and Resin Bees",Hymenoptera,Megachilidae,Megachile,,,https://www.inaturalist.org/observations/358461684,
MT-39,Lilac Tasselflower,Asterales,Asteraceae,Emilia,sonchifolia,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/358461683,
QW-53,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-55,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-55,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
QW-55,Creeping Indigo,Fabales,Fabaceae,Indigofera,spicata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-56,Straggler Daisy,Asterales,Asteraceae,Calyptocarpus,vialis,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer,,,
QW-56,Spiny Amaranth,Caryophyllales,Amaranthaceae,Amaranthus,spinosus,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer,,,
HK-37,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-37,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-37,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Genus Chrysomya,Diptera,Calliphoridae,Chrysomya,,check id on iNat,https://www.inaturalist.org/observations/358461657,
HS-39,Saw Palmetto,Arecales,Arecaceae,Serenoa,repens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Monarch,Lepidoptera,Nymphalidae,Danaus,plexippus,,,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/358461628,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,,,
LK-37,River Sage,Lamiales,Lamiaceae,Salvia,misella,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-37,Wild Leadwort,Caryophyllales,Plumbaginaceae,Plumbago,zeylanica,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Genus Mordella,Coleoptera,Mordellidae,Mordella,,check id on iNat,https://www.inaturalist.org/observations/358461636,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Mallow Scrub-Hairstreak,Lepidoptera,Lycaenidae,Strymon,istapa,,,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,,
LK-37,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Caribbean Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,dorsata,,https://www.inaturalist.org/observations/358461629,
LK-37,River Sage,Lamiales,Lamiaceae,Salvia,misella,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/358461639,
LK-39,Shiny-leaved Wild Coffee,Gentianales,Rubiaceae,Psychotria,nervosa,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-39,Shiny-leaved Wild Coffee,Gentianales,Rubiaceae,Psychotria,nervosa,Green Jewel Fly,Diptera,Syrphidae,Ornidia,obesa,,https://www.inaturalist.org/observations/358461610,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Green Jewel Fly,Diptera,Syrphidae,Ornidia,obesa,,https://www.inaturalist.org/observations/358461608,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,,,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Tropical Plushback,Diptera,Syrphidae,Palpada,furcata,,https://www.inaturalist.org/observations/358461595,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Ruddy Daggerwing,Lepidoptera,Nymphalidae,Marpesia,petreus,,,
LK-39,Shiny-leaved Wild Coffee,Gentianales,Rubiaceae,Psychotria,nervosa,Red Admiral,Lepidoptera,Nymphalidae,Vanessa,atalanta,,,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Red Admiral,Lepidoptera,Nymphalidae,Vanessa,atalanta,,,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Julia Heliconian,Lepidoptera,Nymphalidae,Dryas,iulia,,,
LK-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Sharptail Bees,Hymenoptera,Megachilidae,Coelioxys,,check id on iNat,https://www.inaturalist.org/observations/358461575,
