Plot Identifier,Plant Common Name,Plant Order,Plant Family,Plant Genus,Plant Species,Insect Common Name,Insect Order,Insect Family,Insect Genus,Insect Species,Notes,iNat Link,Second iNat link
QW-20,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,,
QW-20,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,,
QW-20,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
MT-11,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-11,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,New World Banded Thynnid Wasps,Hymenoptera,Thynnidae,Myzinum,,,https://www.inaturalist.org/observations/296360808,
MT-11,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,"Leafcutter, Mortar, and Resin Bees",Hymenoptera,Megachilidae,Megachile,,,https://www.inaturalist.org/observations/296360807,
MT-12,Creeping Cucumber,Cucurbitales,Cucurbitaceae,Melothria,pendula,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
HS-10,Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
HS-10,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,,
HS-10,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,,
HS-10,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,,
HS-10,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-11,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Manee's Nomia,Hymenoptera,Halictidae,Nomia,maneei,,https://www.inaturalist.org/observations/296360810,
HS-11,Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,,
HS-11,Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,"Leafcutter, Mortar, and Resin Bees",Hymenoptera,Megachilidae,Megachile,,,https://www.inaturalist.org/observations/296360816,
HS-11,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,,
HS-11,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,,
MK-22,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Peg-legged Compost Fly,Diptera,Syrphidae,Syritta,flaviventris,,https://www.inaturalist.org/observations/301917464,
MK-22,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Stained-glass Moth,Lepidoptera,Crambidae,Samea,castellalis,,,
MK-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
MK-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Satellite Flies,Diptera,Sarcophagidae,,,check id on iNat,https://www.inaturalist.org/observations/301816321,
MK-22,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Peg-legged Compost Fly,Diptera,Syrphidae,Syritta,flaviventris,,https://www.inaturalist.org/observations/301816877,
MK-23,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Common Buckeye,Lepidoptera,ymphalidae,Junonia,coenia,,,
MK-23,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
MK-23,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
MK-23,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Common Buckeye,Lepidoptera,ymphalidae,Junonia,coenia,,,
MK-23,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Peg-legged Compost Fly,Diptera,Syrphidae,Syritta,flaviventris,,,
MK-23,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-23,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-23,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-23,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
MK-23,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
MK-23,Showy Milkwort,Fabales,Polygalaceae,Asemeia,grandiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
MK-23,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Exposed Bird Dropping Moth,Lepidoptera,Noctuidae,Tarache,aprica,,,
MK-23,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Anoplius apiculatus,Hymenoptera,Pompilidae,Anoplius,apiculatus,check id on iNat,https://www.inaturalist.org/observations/302339557,
QW-21,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-21,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-21,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-21,Creeping Indigo,Fabales,Fabaceae,Indigofera,spicata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-21,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-21,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,,
QW-21,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Noble Scoliid Wasp,Hymenoptera,Scoliidae,Scolia,nobilitata,,https://www.inaturalist.org/observations/307184807,
QW-21,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer ,,,
QW-21,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307184810,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-22,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer ,,,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-22,Caribbean Stylo,Fabales,Fabaceae,Stylosanthes,hamata,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,,
QW-22,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-22,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Mallow Scrub-Hairstreak,Lepidoptera,Lycaenidae,Strymon,istapa,,,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
QW-22,Creeping Indigo,Fabales,Fabaceae,Indigofera,spicata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Caribbean Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,dorsata,,https://www.inaturalist.org/observations/307184838,
QW-22,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307184847,
QW-22,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307184847,
QW-22,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307184847,
QW-22,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,,
MT-13,Pine Barren Goldenrod,Asterales,Asteraceae,Solidago,fistulosa,New World Banded Thynnid Wasps,Hymenoptera,Thynnidae,Myzinum,,,https://www.inaturalist.org/observations/307184856,
HK-14,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Julia Heliconian,Lepidoptera,Nymphalidae,Dryas,iulia,,,
HK-14,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Three-banded Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,trifasciata,,,
HK-14,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HK-14,Firebush ,Gentianales,Rubiaceae,Hamelia,patens,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
HK-14,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
HK-14,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,,
HK-14,Firebush ,Gentianales,Rubiaceae,Hamelia,patens,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Three-banded Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,trifasciata,,,
CB-17,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Three-banded Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,trifasciata,,,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-17,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
CB-17,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307184895,
CB-17,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307184895,
CB-17,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Spider Wasps,Hymenoptera,Pompilidae,,,check id on iNat,https://www.inaturalist.org/observations/307184880,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Spider Wasps,Hymenoptera,Pompilidae,,,check id on iNat,https://www.inaturalist.org/observations/307184880,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Tribe Macronychiini,Diptera,Sarcophagidae,,,check id on iNat,https://www.inaturalist.org/observations/307184889,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307184895,
CB-17,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Florida Small Carpenter ,Hymenoptera,Apidae,Ceratina,floridana,check id on iNat,https://www.inaturalist.org/observations/307184898,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Florida Small Carpenter ,Hymenoptera,Apidae,Ceratina,floridana,check id on iNat,https://www.inaturalist.org/observations/307184898,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
CB-17,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,,
CB-17,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,,
CB-17,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-19,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
CB-19,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,,,
CB-19,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,,
CB-19,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-19,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-20,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,,
CB-20,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-20,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307184895,
MK-26,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
MK-26,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
MK-26,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
MK-26,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-26,Buttonweed,Gentianales,Rubiaceae,Diodia,virginiana,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
MK-26,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-26,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Wine-tinted Oenobotys Moth,Lepidoptera,Crambidae,Oenobotys,vinotinctalis,,,
MK-26,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Tribe Macronychiini,Diptera,Sarcophagidae,,,check id on iNat,https://www.inaturalist.org/observations/306555434,
MK-28,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-15,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
LK-15,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
LK-15,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Florida Small Carpenter ,Hymenoptera,Apidae,Ceratina,floridana,,,
LK-15,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,,,
LK-15,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,,
LK-15,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Sweat and Furrow Bees,Hymenoptera,Halictidae,,,check id on iNat,https://www.inaturalist.org/observations/307375992,
VV-18,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-18,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
VV-18,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Peg-legged Compost Fly,Diptera,Syrphidae,Syritta,flaviventris,,,
VV-18,Hyssop Spurge,Malpighiales,Euphorbiaceae,Euphorbia,hyssopifolia,Peg-legged Compost Fly,Diptera,Syrphidae,Syritta,flaviventris,,,
VV-18,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/307375927,
VV-18,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
VV-18,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/307375935,
VV-18,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,,,
VV-18,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Umbrella Paper Wasps,Hymenoptera,Vespidae,Polistes,,,https://www.inaturalist.org/observations/307375950,
VV-18,Asthma Plant,Malpighiales,Euphorbiaceae,Euphorbia,hirta,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
VV-18,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
VV-18,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-18,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
VV-18,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,White Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,albezens,,,
VV-18,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,albezens,,,
VV-18,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,White Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,albezens,,,
VV-18,Hyssop Spurge,Malpighiales,Euphorbiaceae,Euphorbia,hyssopifolia,White Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,albezens,,,
VV-18,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,,,
VV-18,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Florida Small Carpenter ,Hymenoptera,Apidae,Ceratina,floridana,check id on iNat,https://www.inaturalist.org/observations/307375957,
VV-18,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Hawaiian Beet Webworm Moth,Lepidoptera,Crambidae,Spoladea,recurvalis,,,
VV-18,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-18,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Peg-legged Compost Fly,Diptera,Syrphidae,Syritta,flaviventris,,,
VV-18,Tridax Daisy,Asterales,Asteraceae,Tridax,procumbens,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-18,Tridax Daisy,Asterales,Asteraceae,Tridax,procumbens,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
VV-18,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,,
VV-18,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,,,
VV-18,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-34,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
MK-34,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
MK-34,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-34,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-34,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/313203790,
MK-34,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Three-banded Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,trifasciata,,https://www.inaturalist.org/observations/313203791,
MK-34,White Moneywort,Fabales,Fabaceae,Alysicarpus,vaginalis,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
MK-34,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Delta Flower Scarab,Coleoptera,Scarabaeidae,Trigonopeltastes,delta,,https://www.inaturalist.org/observations/316644211,
MK-34,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/313203796,
MK-34,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/313203790,
MK-34,Straggler Daisy,Asterales,Asteraceae,Calyptocarpus,vialis,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/313203790,
MK-34,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Three-banded Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,trifasciata,,https://www.inaturalist.org/observations/313203791,
MK-34,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/313203790,
MK-34,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Three-banded Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,trifasciata,,https://www.inaturalist.org/observations/313203791,
MK-35,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
MK-35,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
MK-35,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-35,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Pure Green Sweat Bee,Hymenoptera,Halictidae,Augochlora,pura,check id on iNat,https://www.inaturalist.org/observations/313203800,
MK-35,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
MK-35,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Pure Green Sweat Bee,Hymenoptera,Halictidae,Augochlora,pura,check id on iNat,https://www.inaturalist.org/observations/313203804,
MK-35,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Peg-legged Compost Fly,Diptera,Syrphidae,Syritta,flaviventris,,,
